id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23979995,"Chicago Bungalow ""get away"" in the City-14",180376979,Marie,,Albany Park,41.97269,-87.71863,Entire home/apt,176,3,85,2020-05-19,3.58,2,354
23983468,Oasis 1 #21 - 2 Bedroom Condo - McCormick Place,178710732,Annie,,Armour Square,41.8516,-87.63203,Entire home/apt,180,1,42,2020-03-01,1.69,22,358
23992470,Spacious 2 BDR Suite near Logan Sq w/Free Parking,180512681,Toby,,Hermosa,41.91864,-87.72748,Entire home/apt,95,1,174,2020-03-14,7.27,1,0
23995874,Huge Light-filled townhome in Lincoln Park,12074166,Kathy,,Lincoln Park,41.92179,-87.66132,Entire home/apt,150,2,5,2018-07-15,0.20,1,0
23998847,"Pilsen,WiFi,Free parking,Netflix,Lock code, Train",9339313,Leon,,Lower West Side,41.8525,-87.67406,Entire home/apt,89,1,156,2020-06-18,5.76,12,178
24010309,"Wicker Park | Bright, Clean, Comfortable Walk-Up",59369132,Meghan,,West Town,41.90568,-87.66526,Entire home/apt,262,2,72,2020-03-01,2.71,1,219
24010772,Contemporary Chic Apartment Close to Wrigley Field,17035591,Joshua,,Uptown,41.96277,-87.6676,Entire home/apt,250,1,119,2020-03-09,4.43,6,0
24011334,Spacious Five Bedroom Home in Trendy Chicago Neighborhood,5402236,Casey,,West Town,41.90763,-87.66952,Entire home/apt,899,3,29,2020-02-17,1.15,3,341
24031566,Chicago OakPark Connects,154244784,Almetris,,Austin,41.89983,-87.77412,Entire home/apt,104,10,30,2019-11-11,1.37,1,365
24032320,Cozy 1 bedroom Condo in Old Irving Park,24244938,Carl,,Irving Park,41.96098,-87.73029,Entire home/apt,65,2,13,2018-09-23,0.49,1,322
24034913,Charming Room in Vintage Bldg Above a Fun Bar!!,67794898,Isaac,,West Town,41.89823,-87.68656,Private room,70,2,50,2019-11-16,1.99,1,46
24035950,"Great, Private Room in Logan Square/Avondale",90855792,Amy,,Avondale,41.93554,-87.70714,Private room,45,2,126,2020-03-15,4.66,1,0
24054342,Luxury Vintage Condo Wrigley / Lincoln Park,3344099,Ben,,Lake View,41.93741,-87.65222,Entire home/apt,150,3,12,2018-08-26,0.45,1,90
24065812,Gorgeous River North Condo- unbeatable views!,29460365,Kathryn,,Near North Side,41.88882,-87.63325,Entire home/apt,180,1,18,2020-02-16,0.68,1,176
24066022,"Bright, Modern Studio in the Heart of Logan Square",181195158,Wendy,,Logan Square,41.92647,-87.69069,Entire home/apt,125,2,123,2020-03-15,4.57,1,296
24066662,"Large Bedroom, Desk, in Stylish Flat",250400,Dan,,South Lawndale,41.85252,-87.69818,Private room,52,21,1,2019-08-25,0.10,8,180
24085799,中唐 【306】,60390549,Zhi,,Armour Square,41.85003,-87.63296,Private room,49,1,114,2020-02-29,4.29,10,90
24097417,"Private Bedroom in Old Irving Park, near Blue Line",181468124,Angelica,,Avondale,41.94536,-87.72622,Private room,40,1,11,2019-10-21,0.46,1,79
24098513,New 3BR Residence Adjacent to Wrigley Field 2,544270,Noah,,Lake View,41.9492,-87.65532,Entire home/apt,750,5,100,2020-06-15,3.78,2,237
24101356,Chicago House w/ Large Rooftop Deck Near Downtown!,121719854,Evolve Vacation Rental,,Bridgeport,41.84091,-87.6637,Entire home/apt,880,2,1,2019-05-09,0.07,4,357
24121003,Modern 2 bedroom private apartment in Logan Square,28161067,Erica And Dan,,Logan Square,41.93087,-87.72097,Entire home/apt,120,2,91,2020-03-02,3.78,1,2
24140016, Spacious 1 BR 2 beds 12min to DT with parking,33324184,Ada,,Bridgeport,41.84414,-87.64314,Entire home/apt,100,1,109,2020-04-11,4.52,1,168
24151351,Wrigleyville Condo,58907532,Tony,,Lake View,41.95231,-87.66259,Entire home/apt,300,3,42,2020-03-16,1.66,1,352
24154584,Sonder | 943 Crosby | Sunny 1BR,12243051,Sonder,,Near North Side,41.89932,-87.64372,Entire home/apt,98,4,21,2020-02-18,0.86,75,126
24155395,Modern Duplex-1 mile to downtown-4BR 2BA on 2 flrs,156817311,Brandon,,West Town,41.89172,-87.65635,Entire home/apt,197,30,18,2019-02-19,0.93,1,267
24162662,1､《home in Chicago》2 bedroom 1 living room,181872158,Henry,,Brighton Park,41.81714,-87.6972,Entire home/apt,80,2,60,2019-03-22,2.24,2,0
24169863,"Mag Mile Condo w/Lake View, Pool, Gym, and More",60200420,Steven,,Loop,41.88581,-87.62444,Entire home/apt,260,1,15,2018-07-03,0.58,1,0
24171920,Huge light-filled townhome in Lincoln Park,3921093,Mathieu,,Lincoln Park,41.92186,-87.66225,Entire home/apt,150,2,1,2018-07-08,0.04,1,0
24183839,Incredible views! Jr 1BR in the Heart of the Loop,182280566,LuxClub,,Loop,41.88324,-87.62834,Entire home/apt,200,2,96,2020-06-14,3.65,4,359
24204256,Spectacular getaway in gorgeous downtown Chicago,161025335,Samantha,,Near North Side,41.8917,-87.61534,Entire home/apt,250,2,5,2018-09-03,0.20,3,180
24205077,3 BR w/ Parking Lincoln Park - Walk to Park & Lake,11369822,Josh + Caitlin,,Lincoln Park,41.91972,-87.64266,Entire home/apt,500,2,74,2020-05-03,2.79,1,257
24209632,Ideal Wicker Park/Bucktown Location Near Transit,182510288,Michael,,West Town,41.91244,-87.67855,Entire home/apt,135,1,106,2020-06-07,4.03,1,141
24222166,Gritty Chic River North + ACME Hotel,176229376,Acme,,Near North Side,41.89148,-87.61543,Hotel room,169,1,79,2020-03-01,3.00,3,104
24234071,2､Home  in Chicago one bedrooms,181872158,Henry,,Brighton Park,41.81888,-87.69721,Shared room,66,1,0,,,2,0
24242358,Bucktown Guest House Studio Apartment,4908881,Irena & Martin,,Logan Square,41.9147,-87.6846,Entire home/apt,99,3,87,2020-03-08,3.33,4,336
24242931,Soft Suede and Warm Bricks at a Stylish Rogers Park Home,182780903,Lilian,,Rogers Park,42.01666,-87.67632,Entire home/apt,250,2,58,2020-03-08,2.19,3,317
24243936,Sonder | 943 Crosby | Lovely 2BR,12243051,Sonder,,Near North Side,41.89958,-87.64307,Entire home/apt,113,4,24,2020-01-11,0.97,75,145
24246353,Sonder | 943 Crosby | Quaint 2BR,12243051,Sonder,,Near North Side,41.90035,-87.64233,Entire home/apt,102,4,24,2019-10-20,0.97,75,121
24247126,Sonder | 943 Crosby | Bright 1BR,12243051,Sonder,,Near North Side,41.89898,-87.64228,Entire home/apt,107,4,28,2020-04-01,1.15,75,126
24247958,"Comfortable, Quiet and 1 minute to the train",23466837,Vincent,,Albany Park,41.96577,-87.71093,Private room,36,2,77,2020-03-15,3.67,2,90
24248660,Sonder | 943 Crosby | Sleek 1BR,12243051,Sonder,,Near North Side,41.90035,-87.64412,Entire home/apt,101,4,40,2020-03-15,1.62,75,0
24265104,Room for solo traveler near midway airport.,119865253,Erica,,West Lawn,41.77735,-87.71957,Private room,31,1,101,2020-04-20,4.23,3,313
24266515,1. MANSION BEDROOM 1 (QUARTO NUM MANSÃO),163484540,Francineuma Vitoriano Dos Santos,,Calumet Heights,41.72946,-87.57798,Private room,50,4,101,2020-02-16,3.84,13,44
24267953,Spacious 1 bedroom in East Lakeview,2351953,Saïd,,Lake View,41.93475,-87.64721,Entire home/apt,96,2,5,2018-06-17,0.19,1,0
24269769,~ ELEGANT CHICAGO RESIDENCE ~ FREE PARKING,94561128,Alex,,Albany Park,41.9655,-87.71081,Private room,50,14,66,2020-05-04,2.50,6,76
24286510,"Wicker 2BR 2BTH walking dist to fun, train, & bus",5519986,Jeremy,,West Town,41.90039,-87.66675,Entire home/apt,99,6,40,2020-04-30,1.62,2,0
24288027,Lincoln Square Gem!,67325807,Dan,,Lincoln Square,41.97093,-87.69087,Entire home/apt,100,2,111,2020-03-17,4.45,1,136
24289063,PROFESSIONALLY CLEANED THEATER DISTRICT APARTMENT,1118796,Stephanie,,Loop,41.88397,-87.63439,Entire home/apt,99,2,90,2020-04-05,3.38,4,62
24308930,Sonder | 943 Crosby | Beautiful 1BR,12243051,Sonder,,Near North Side,41.90083,-87.64324,Entire home/apt,96,4,44,2020-06-02,1.77,75,145
24313609,Logan Square Dickens Garden,38820540,Anthony,,Logan Square,41.91957,-87.7099,Entire home/apt,85,3,54,2020-03-16,2.11,2,158
24326633,Secret Gallery on the Park❤️(+Parking),98193524,J.W.,,Near North Side,41.89984,-87.63549,Entire home/apt,133,2,134,2020-06-10,5.04,24,93
24329678,Perfect Multi-Level Wicker Park Home with Parking!,1563274,Chris,,West Town,41.90457,-87.67613,Entire home/apt,189,3,2,2020-03-08,0.43,1,330
24332190,Hidden Cottage in Logan Square,106285271,Jordan,,Humboldt Park,41.91145,-87.71537,Entire home/apt,110,2,20,2020-03-01,1.41,1,0
24333810,Duplex with Backyard in Ukrainian Village!,106090301,Valori,,West Town,41.89588,-87.67239,Entire home/apt,88,3,70,2020-06-02,3.14,1,321
24340435,NEW rehab 3BR! Close to DOWNTOWN FREE PARKING❤️⭐,2630113,Nikkole,,West Town,41.90004,-87.69215,Entire home/apt,175,1,78,2020-03-01,3.07,5,92
24346720,Dover Suites / Accepting Month Long + Stays,33522350,Dona,,Uptown,41.96475,-87.66425,Entire home/apt,204,30,16,2020-01-06,1.19,1,97
24354033,Edel places,75943777,Edelia,,Brighton Park,41.82355,-87.68835,Private room,40,15,12,2019-12-01,0.45,2,365
24358953,2. MANSION BEDROOM 2- with PRIVATE BATH ROOM,163484540,Francineuma Vitoriano Dos Santos,,Calumet Heights,41.72941,-87.57735,Private room,35,5,123,2020-02-23,4.62,13,353
24359676,~ LIVE LIKE A LOCAL ~ FREE PARKING,94561128,Alex,,Albany Park,41.9655,-87.70897,Private room,50,14,47,2019-09-03,1.78,6,45
24368938,~ INSTA CHICAGO RESIDENCE ~ FREE PARKING,94561128,Alex,,Albany Park,41.96688,-87.70874,Private room,50,14,40,2019-10-26,1.53,6,76
24376400,Corporate Apartments,183967020,Mike,,Loop,41.88365,-87.62533,Entire home/apt,115,1,20,2019-05-26,0.80,6,179
24379488,The heart of Lincoln Park studio,48209432,Naf,,Lincoln Park,41.92397,-87.63937,Entire home/apt,100,1,135,2020-05-27,5.09,6,230
24396464,Humboldt Park Apartment,128573916,Juan,,Humboldt Park,41.9054,-87.7079,Entire home/apt,60,1,0,,,1,0
24397485,Wicker Park Jewel,19177713,Jean-Marc,,West Town,41.90929,-87.66891,Entire home/apt,120,3,26,2019-11-04,1.03,2,0
24399639,3. MANSION BEDROOM 3(QUARTO NUM MANSÃO),163484540,Francineuma Vitoriano Dos Santos,,Calumet Heights,41.7282,-87.57816,Private room,27,1,84,2020-05-11,3.17,13,323
24408754,2 queen bedrooms near blue line,38405611,Paxton,,West Town,41.90584,-87.69185,Private room,185,1,12,2020-02-16,0.46,1,265
24410957,Master bedroom with private bath,10656654,Jasmine,,Rogers Park,42.00113,-87.67362,Private room,35,3,4,2019-07-21,0.17,2,0
24413855,Beautiful industrial LOFT by the lake,2277285,Monika,,Rogers Park,42.00858,-87.66352,Entire home/apt,50,3,25,2019-12-26,0.96,1,0
24431408,PLAY & STAY LIKE A LOCAL 5bed 3bath house,183817053,William,,Albany Park,41.97133,-87.72903,Entire home/apt,100,3,37,2020-03-16,1.43,1,315
24446309,Chicago - Perfect Pilsen Pad On The Pink Line!,114879718,Cynthia,,Lower West Side,41.85316,-87.67577,Entire home/apt,200,60,58,2020-02-17,2.22,2,269
24446580,Big apartment in Chicago,78843359,Zuly,,West Garfield Park,41.87242,-87.72286,Entire home/apt,79,3,32,2020-05-11,1.23,4,175
24447062,Roscoe Village One Bed Lux Apartment  Near Wrigley,170810755,Dennis,,North Center,41.94264,-87.67616,Entire home/apt,87,1,140,2020-03-09,5.68,1,285
24450972,Andy's Bed & Breakfast Queen Room,184666233,Andrew,,North Park,41.97208,-87.73109,Private room,50,1,173,2020-04-08,6.58,3,313
24453434,North Park Bungalow,23862595,Barbara,,North Park,41.97846,-87.71692,Entire home/apt,150,25,3,2019-08-05,0.26,1,74
24486718,The Bird's Nest-Clean and Comfortable in Logan Sq.,79165192,Libby,,Logan Square,41.92535,-87.71588,Entire home/apt,150,4,136,2020-05-25,5.45,1,322
24488692,Cozy Bronzeville Apartment!,21014989,Corinne,,Grand Boulevard,41.81462,-87.61118,Entire home/apt,187,2,8,2019-08-29,0.33,2,364
24489653,Your Family's Home in Bucktown,88362771,Andy,,Logan Square,41.92475,-87.68323,Entire home/apt,400,3,3,2018-08-19,0.12,1,0
24495261,1.5 BD/1BA IRVING PARK RD FREE STREET PARKING,185036412,Johhnie/Edith,,Irving Park,41.95611,-87.72052,Entire home/apt,99,2,5,2019-03-03,0.20,1,0
24497787,Private queen bedroom in Chicago rowhouse,14479634,Matt,,Near West Side,41.86874,-87.68464,Private room,65,2,17,2018-11-25,0.68,3,0
24497914,Hotel-like king bed master suite w/private bath,14479634,Matt,,Near West Side,41.86948,-87.68487,Private room,99,2,86,2019-10-15,3.30,3,0
24499092,Spacious Newly Built 3BR Condo Convenient Location,184986442,Yuyi,,Bridgeport,41.84563,-87.64527,Entire home/apt,198,2,117,2020-02-17,4.55,1,313
24521388,"Private Floor, Spacious & Modern, Keyless Entrance",34152061,John,,West Town,41.90148,-87.69359,Private room,90,1,78,2020-03-15,3.21,1,75
24541340,China Tours,185387095,Heidi,,Armour Square,41.85202,-87.63834,Private room,50,1,48,2020-03-01,1.84,4,360
24544054,Cozy Mid Century Modern in Pilsen,48605195,John,,Lower West Side,41.85768,-87.66304,Private room,59,2,53,2019-11-24,2.01,2,165
24555472,"Spacious, Luxury Condo Steps From Wrigley Field!",109329503,Andrew,,Lake View,41.94685,-87.65372,Entire home/apt,160,1,173,2020-06-18,6.98,1,137
24562425,Dorothy's Place (10 MINS TO DWTN & FREE PARKING),185579695,LaToya,,Austin,41.87561,-87.7551,Entire home/apt,200,2,75,2020-03-08,3.01,2,353
24563245,Royal Coach House Cottage,147218562,Melissa,,Grand Boulevard,41.81254,-87.61269,Entire home/apt,95,2,46,2020-03-08,1.95,2,362
24580462,"Private Room/Bath Wicker Park, Free Street Parking",16372438,Meta,,West Town,41.9082,-87.69096,Private room,50,1,138,2020-05-02,6.56,1,116
24582570,"+Two Queen Beds, Patio, Safe Area, Friendly Dog +",132851466,Joey,,Norwood Park,41.99224,-87.78376,Private room,85,1,5,2019-12-17,0.20,4,275
24595672,Condo near McCormick/White Sox Field,107953984,Andy,,Douglas,41.83031,-87.62222,Entire home/apt,90,2,121,2020-04-12,4.64,4,333
24598724,"The Noble Farmhouse, Sunlit with Private Garden in West Town",45828803,Heather + JP,,West Town,41.89912,-87.66483,Entire home/apt,149,2,75,2020-05-29,3.01,2,129
24599174,Soothing 1-BR in Wicker Park,16508064,Alexandria,,West Town,41.90668,-87.66947,Entire home/apt,99,2,49,2020-01-19,1.88,2,92
24600275,Contemporary 2 bedroom south facing balcony  3,39267292,David,,Lake View,41.93967,-87.65149,Entire home/apt,162,1,154,2020-05-24,5.96,5,275
24620069,Artsy Loft with Parking/Public Transportation,186060574,Nicole,,Avondale,41.93841,-87.73178,Private room,45,30,47,2019-11-15,1.85,1,0
24620399,McCormick Place Experience at Indiana Place,177526473,Drew,,Grand Boulevard,41.82011,-87.62129,Private room,50,1,28,2019-11-12,1.22,3,349
24621194,Ethel Rose’s Place,69292837,Roenita,,Calumet Heights,41.73529,-87.58754,Entire home/apt,85,2,23,2019-09-15,0.91,2,365
24625012,Skydeck Experience at Indiana Place,177526473,Drew,,Grand Boulevard,41.82127,-87.62129,Private room,50,1,18,2019-09-20,0.80,3,343
24625296,Millennium Park Experience at Indiana Place,177526473,Drew,,Oakland,41.82146,-87.60423,Private room,60,1,28,2020-05-24,1.24,3,325
24626961,Stunning Designer Home RiverWest 4-Bedrooms/4-Bath,31113244,Cary,,West Town,41.8934,-87.65509,Entire home/apt,685,1,24,2020-02-15,0.97,3,179
24628815,Chicago's Balloon,62447270,Fernanda,,Bridgeport,41.83363,-87.65166,Private room,44,3,22,2020-03-08,0.85,1,89
24631726,Simple Tastes Bedroom,185387095,Heidi,,Armour Square,41.8514,-87.63922,Private room,70,1,46,2019-12-07,1.78,4,359
24631833,Soft Leather & Warm Bricks in Stylish New Home,182780903,Lilian,,Rogers Park,42.01633,-87.67571,Entire home/apt,250,2,44,2020-06-08,1.73,3,151
24632963,One Bedroom Apartment in Wrigleyville,91523196,Brent,,Lake View,41.94595,-87.65437,Entire home/apt,85,2,31,2018-11-04,1.26,1,0
24651325,Master Bedroom with Amazing View,146845503,Michael A,,Near West Side,41.8787,-87.68627,Private room,60,2,89,2020-03-01,3.41,2,89
24652942,Entire Suite W. Bucktown-Wicker Park.,41084854,Nancy,,West Town,41.90842,-87.69112,Entire home/apt,148,2,11,2019-04-14,0.45,2,34
24656425,LUXURY 1BR + balcony overlooking Chicago River!,33127842,Kari,,Near North Side,41.88824,-87.63372,Entire home/apt,160,16,4,2019-11-26,0.31,27,365
24661803,Modern 2BR 2B in the heart of Lakeview,32674744,Jose,,Lake View,41.94325,-87.65251,Entire home/apt,120,3,7,2019-07-15,0.29,1,0
24672714,"Steps from Wrigley Field, train &  great food!",28624809,Will,,Lake View,41.94804,-87.6594,Entire home/apt,175,2,19,2019-09-21,0.74,1,64
24672882,The Wrigley Retreat - New Unit Sleeps 1-4 People,31618594,Elizabeth,,Uptown,41.95842,-87.65711,Entire home/apt,77,3,66,2020-03-15,2.57,2,270
24673203,"Spacious 3BR By UIC, Free Parking, Netflix & WiFi",186473797,MD Residential,,Near West Side,41.87405,-87.66113,Entire home/apt,255,1,135,2020-01-01,6.51,6,63
24689136,B1 - Next to Downtown Chicago - Private Room,109075524,Alejandra,,Near West Side,41.87574,-87.67886,Private room,69,3,162,2020-05-27,6.23,9,179
24693882,Andy's Bed and Breakfast King Room,184666233,Andrew,,North Park,41.97208,-87.73109,Private room,75,14,40,2020-03-21,1.55,3,358
24694181,Talman,15721250,Tom,,Lincoln Square,41.96682,-87.69575,Entire home/apt,92,4,17,2020-03-18,0.68,1,27
24695751,Andy's Bed & Breakfast Full Room,184666233,Andrew,,North Park,41.97208,-87.73109,Private room,45,1,103,2020-03-01,3.97,3,351
24697393,Lincoln Park DePaul Rowhouse Historic Bissell St,186651707,Nancy,,Lincoln Park,41.91943,-87.65268,Entire home/apt,200,2,36,2020-02-16,1.41,1,0
24708961,Beautiful West Loop Designer Condo,98944868,Ankur,,Near West Side,41.88329,-87.647,Entire home/apt,600,2,0,,,1,0
24727104,"Comfortable, Friendly Wicker Park Rental",92054857,Dal,,West Town,41.90171,-87.66941,Private room,84,4,54,2019-11-04,2.10,3,0
24736677,"Welcome Home! | Near Downtown, UC, Eway & Train",21298900,Le'Dia,,East Garfield Park,41.87982,-87.69526,Entire home/apt,150,7,50,2020-04-29,2.04,1,173
24737302,Portage Park View,184701078,Marlene,,Portage Park,41.95528,-87.76859,Private room,45,4,13,2018-08-07,0.51,1,106
24747283,Uptown -Private room in 2BR/2Bath condo,29001623,Garrett,,Uptown,41.96801,-87.65883,Private room,55,2,70,2020-03-08,2.72,1,46
24747364,Little Farm in the City,137406103,David,,Austin,41.88905,-87.76998,Private room,30,1,49,2020-05-09,1.89,3,162
24751573,Explore Lincoln Park from a Polished Apartment,113257336,Beth,,Lincoln Park,41.91417,-87.64696,Entire home/apt,145,3,58,2020-05-21,2.65,3,322
24751953,Designer 2BR in Converted Uptown Firehouse,61819983,Joe,,Uptown,41.96899,-87.6602,Entire home/apt,65,3,117,2020-05-31,4.63,2,350
24754678,Bright 2 Bedroom in Bucktown with Vintage Charm,44265896,Rachel,,West Town,41.91132,-87.68624,Entire home/apt,59,3,100,2020-06-08,3.90,3,350
24754767,The Evergreen House,77144943,Shawn,,Portage Park,41.94247,-87.75971,Entire home/apt,119,3,74,2020-01-31,2.89,1,63
24783093,Little Farm in the City Back Bedroom,137406103,David,,Austin,41.88968,-87.77078,Private room,30,1,145,2020-04-04,5.93,3,169
24783499,"Comfortable, Friendly Wicker Park Rental (Room #1)",92054857,Dal,,West Town,41.90276,-87.66567,Private room,59,4,3,2019-11-17,0.12,3,0
24784101,"Comfortable, Friendly Wicker Park Rental (Room #2)",92054857,Dal,,West Town,41.90263,-87.66746,Private room,59,4,2,2018-05-29,0.08,3,0
24798790,1F Cozy 2 Bedroom Avondale/Logan Square condo!,2010015,Martin,,Avondale,41.9345,-87.72006,Entire home/apt,149,14,16,2020-04-22,0.66,4,362
24801073,1R Two Bed Smarthome in Hip Avondale/Logan Square,2010015,Martin,,Avondale,41.9345,-87.72006,Entire home/apt,229,20,19,2020-05-31,0.76,4,365
24801700,Studio-Next to McCormick Convention Center,54255109,Kelsey,,Near South Side,41.85516,-87.62507,Entire home/apt,150,90,3,2018-11-08,0.12,1,90
24825820,Cozy Mid Century Modern,48605195,John,,Lower West Side,41.85688,-87.66358,Entire home/apt,99,2,8,2018-10-21,0.32,2,0
24827736,Borders Wicker Park / 10 min walk to Damen subway,310147,Fred,,West Town,41.90833,-87.6884,Private room,58,2,27,2020-02-18,1.06,1,263
24842628,Amazing Lincoln Park Rowhouse!!,142417938,Stephanie,,Lincoln Park,41.92207,-87.65418,Entire home/apt,750,2,11,2019-11-17,0.47,1,332
24863998,Cozy Room in Trendy Logan Square ☆ Close to train!,87601336,Jon,,Logan Square,41.91441,-87.69681,Private room,45,1,99,2020-05-22,3.87,10,0
24864379,"Bright, Cozy One Bedroom in Logan Square",44849475,Jessica,,Logan Square,41.92238,-87.7155,Private room,40,1,4,2018-10-08,0.17,2,0
24865372,"King Bed, Huge Spa and Steam Shower, Dining Destination",26856206,Kristin,,Logan Square,41.92987,-87.7022,Entire home/apt,107,3,174,2020-06-15,6.79,1,140
24884473,"⚡️NEW! Sunny & Cozy 3BDRM, 10min/ORD, 20min/DT❤️",90362666,Angelika & Zibi,,Jefferson Park,41.97895,-87.76963,Entire home/apt,59,2,37,2020-06-15,3.47,3,162
24885019,"⚡️NEW! Stylish & Cozy 3BDRM, 10min/ORD, 20min/DT❤️",90362666,Angelika & Zibi,,Jefferson Park,41.97928,-87.76875,Entire home/apt,78,2,101,2020-06-06,3.98,3,130
24889802,"Cozy, private room 5min walk to blue line train.",24807230,Melissa,,Avondale,41.93287,-87.70499,Private room,47,1,8,2019-08-04,0.31,1,179
24894540,Lady Jo's Home Away From Home,188215326,Joann,,Englewood,41.76698,-87.6354,Entire home/apt,292,30,28,2019-08-04,1.15,1,241
24894665,Wrigleyville Flat - Bright spacious 3BR/1BATH,188216209,Todd,,Lake View,41.94959,-87.66193,Entire home/apt,250,1,46,2019-11-10,1.86,1,74
24908843,Full size bed in private monster theme room,63669566,Joshua,,Logan Square,41.92075,-87.69803,Private room,60,2,49,2020-02-27,2.54,2,300
24916539,North Side Pied-à-terre,8032665,Scott And Mindy,,North Center,41.94291,-87.67929,Entire home/apt,199,1,97,2020-02-16,3.82,2,317
24916674,Wicker Park/Bucktown Location,119863033,Jeanette,,West Town,41.90913,-87.66748,Entire home/apt,89,2,69,2020-01-02,2.78,2,78
24921003,~ LUXURY CHICAGO EXPERIENCE ~ FREE PARKING,94561128,Alex,,Albany Park,41.96646,-87.70963,Private room,43,14,49,2019-09-16,1.93,6,119
24921452,Luxury in Logan Square -  The Pasadena Room,2141536,Asif & Karyn,,Logan Square,41.92513,-87.7253,Private room,89,2,15,2019-10-21,0.70,1,169
24922509,Explore the West Loop from an Artist's Loft,184698366,AirMGR,,Near West Side,41.88255,-87.6576,Entire home/apt,145,3,77,2020-06-07,3.14,1,155
24931653,4 bedroom Mayfair flat (K2),36549783,Jeffrey,,Irving Park,41.96243,-87.73512,Entire home/apt,180,2,3,2019-05-05,0.13,12,235
24940061,Attic cozy guests suite near South Loop in Chicago,54251941,Giedre,,Bridgeport,41.83534,-87.65205,Entire home/apt,90,2,96,2020-06-14,3.84,1,170
24944885,The Perfect In Between,8466035,Mark,,Jefferson Park,41.97206,-87.75365,Entire home/apt,77,1,81,2020-06-08,3.55,1,213
24965357,Skylit Boho Retreat - Sleeps 5! 420 BnB,1649647,Bianca,,West Town,41.91162,-87.66674,Entire home/apt,133,2,53,2020-02-17,2.09,5,346
24967940,Single Family Home Steps From Lake!,2496361,Matt,,Uptown,41.96113,-87.65023,Entire home/apt,223,4,35,2020-03-02,1.37,10,329
24968154,Sonder | 943 Crosby | Lovely 1BR,12243051,Sonder,,Near North Side,41.89898,-87.64429,Entire home/apt,54,30,2,2019-08-09,0.17,75,156
24969336,Private Backyard - Wicker Park/Bucktown Home,158209422,Annie,,West Town,41.90984,-87.67103,Entire home/apt,350,2,18,2019-10-21,0.71,1,0
24979812,West Town Retreat,13197710,Mia,,West Town,41.89534,-87.67161,Entire home/apt,160,1,89,2020-05-31,3.52,1,0
24984292,Sonder | 943 Crosby | Pleasant 1BR,12243051,Sonder,,Near North Side,41.89934,-87.64387,Entire home/apt,88,30,1,2019-12-21,0.17,75,127
24986356,Chicago Chinatown great location(A)(中文房东),188619114,Ming,,Armour Square,41.85154,-87.63567,Private room,48,1,169,2020-03-18,6.61,2,70
24993621,Charming 4 Bdrm 2 Bath Duplex in Andersonville,188949200,Fred,,Uptown,41.97584,-87.66244,Entire home/apt,195,2,32,2020-01-01,1.27,1,245
24994111,"Rena’s Temple: beautiful, clean, and relaxed.",3116061,Rena,,Avondale,41.938,-87.71362,Entire home/apt,70,2,7,2019-08-11,0.29,1,0
25006206,Large 2Bedroom w/ Garage and Deck,189036300,Chris,,Near West Side,41.87305,-87.65409,Entire home/apt,169,1,74,2020-02-22,2.97,1,0
25006252,"Little Italy/UIC 3 bdrm, 2.5 bath Condo",186121450,Brian & Gloriann,,Near West Side,41.86826,-87.6598,Entire home/apt,2000,2,82,2020-03-08,3.72,1,349
25008688,Jaunt|50% Off Cleaning Fee|Magnificent 2 Story Apt,108145916,John,,Lincoln Park,41.92409,-87.6659,Entire home/apt,399,2,104,2020-03-14,4.09,1,69
25011303,Tastefully designed 1500 Sq of Homeyness!,46299046,Kath,,Logan Square,41.91605,-87.68751,Entire home/apt,126,3,86,2020-02-23,3.37,1,153
25014525,Private Room in Modern Condo + Free Street Parking,9008718,Elizabeth,,West Town,41.89241,-87.66597,Private room,70,1,22,2018-11-12,0.87,2,0
25015036,WORK FROM HOME Modern w/FREE Parking & TV & WIFI,3965428,Rob,,Belmont Cragin,41.93583,-87.78578,Entire home/apt,64,31,2,2019-01-02,0.10,76,287
25015520,Urban Comfort in the Heart of Chicago,9973466,Min,,Lake View,41.93518,-87.64891,Entire home/apt,95,1,250,2020-05-16,10.82,1,0
25017397,Tranquility Deep,189125814,Tizoc,,Douglas,41.82758,-87.62245,Entire home/apt,66,2,42,2019-08-11,1.69,1,0
25026301,"Minimalist apt near lot of bus,train/restaurants",142154231,Stacy,,Uptown,41.97024,-87.66024,Private room,50,1,20,2019-10-26,0.85,1,179
25027784,中唐【203】,60390549,Zhi,,Armour Square,41.84994,-87.63323,Private room,74,1,85,2020-01-01,3.37,10,89
25035559,The Big Lindmarkski,96806677,Joee,,Portage Park,41.95606,-87.76039,Entire home/apt,90,7,29,2020-03-11,1.15,1,161
25036298,Super Spacious Townhouse Minutes From Downtown,6726378,Chad,,Near West Side,41.87317,-87.68872,Entire home/apt,114,3,14,2020-02-17,0.61,1,0
25048357,Affordable Vintage Chicago Apartment,18877534,Maryam,,Hyde Park,41.79175,-87.59041,Entire home/apt,50,5,5,2019-07-14,0.42,1,0
25064515,private room front (K2),36549783,Jeffrey,,Irving Park,41.96214,-87.73428,Private room,50,2,13,2020-05-22,0.56,12,266
25069194,Maya Garden Suite,4023561,Christopher,,Avondale,41.9439,-87.72322,Entire home/apt,70,28,17,2020-04-19,0.81,1,223
